Price,Acreage,Amenities_rating,Floors,days_since_min,Rooms,Distance_to_center
6.5,68,6.0,3,427,8,6.9247897538086844
4.1,51,3.0,1,427,4,8.81659846719767
6.2,64,4.8,1,427,12,3.82785021692461
3.7,40,2.7,2,427,4,3.1355309029100744
2.9,35,1.5,2,427,3,8.565615024699097
3.69,45,4.8,2,427,3,3.294632599631027
6.1,63,4.5,2,427,4,7.805879249306826
3.5,50,2.7,2,427,6,9.543217643357233
6.38,59,4.8,3,427,6,7.623046289503951
5.2,50,6.0,2,428,4,4.064113191301924
6.9,125,4.8,2,428,6,3.9290021517962006
1.4,21,1.5,2,428,3,6.533729977192185
5.0,51,3.0,2,428,7,7.68110006422811
3.8,25,4.8,4,428,6,2.669495445036922
4.99,54,2.7,4,428,7,12.717868239867753
5.5,55,4.8,3,428,12,9.358332682661967
8.7,55,4.8,4,428,10,4.2945613846484125
7.5,44,6.0,4,428,10,4.099958697052687
4.4,84,4.2,2,425,3,11.176324288043299
4.5,67,4.2,2,425,4,9.358332682661967
5.2,52,1.5,2,425,6,4.9377906461599474
5.8,97,4.2,3,425,6,13.71243726363166
3.9,110,4.8,1,425,10,11.176324288043299
5.4,78,4.2,2,425,6,8.259339664125616
3.4,24,6.0,4,425,6,2.1360643420744605
3.5,28,3.3,3,425,5,5.704397927498031
3.4,72,2.7,4,426,6,2.1360643420744605
5.8,50,6.0,2,426,7,4.064113191301924
2.2,30,1.5,2,423,4,3.1355309029100744
6.5,63,4.5,2,423,4,6.9247897538086844
7.8,71,4.8,2,423,11,7.712303155401355
6.8,45,4.8,3,423,7,3.294632599631027
11.5,109,2.7,3,423,11,5.852583513313193
8.1,44,4.8,4,423,7,5.609554429497919
2.9,55,1.5,1,423,4,19.94172249911526
9.5,102,6.0,3,423,8,9.358332682661967
4.9,52,4.8,2,423,4,7.621127302391137
11.5,80,6.0,4,423,7,7.857925174484818
1.85,18,0.0,2,423,2,6.9247897538086844
5.0,39,4.2,3,423,6,3.023717385504793
6.5,87,6.0,3,423,7,10.496238861697938
4.5,58,2.7,3,423,4,3.1355309029100744
5.99,100,4.8,2,423,9,11.53209347092816
3.6,45,1.5,2,423,4,9.358332682661967
2.2,125,4.2,2,423,14,15.036516906849783
5.7,100,6.0,2,424,11,5.609554429497919
8.7,92,4.8,3,424,7,6.053354377790649
6.9,45,4.8,2,424,6,3.294632599631027
6.3,70,2.7,2,424,7,9.358332682661967
5.7,100,4.8,2,424,10,6.053354377790649
6.5,45,6.0,2,424,12,5.609554429497919
5.4,72,6.0,4,424,8,7.362416397694349
5.8,49,4.8,2,424,6,5.609554429497919
4.675000000000001,99,6.0,3,424,7,3.1355309029100744
4.75,85,2.7,2,424,5,9.956327589255476
3.5,123,4.8,2,424,5,3.1355309029100744
5.2,112,4.8,2,424,5,3.1355309029100744
5.8,97,4.2,3,424,6,13.71243726363166
5.2,41,4.8,4,422,7,7.621127302391137
8.0,86,1.5,3,422,8,3.023717385504793
6.0,80,1.5,1,422,7,9.358332682661967
5.5,64,4.8,4,422,8,7.606633636816617
12.4,120,4.8,3,421,7,5.609554429497919
6.8,96,4.8,3,421,10,8.712919484000388
3.9,23,4.8,3,421,7,4.695652663343499
7.5,75,6.0,2,421,9,3.9290021517962006
10.0,96,6.0,4,421,7,6.9247897538086844
10.0,96,6.0,3,422,7,6.9247897538086844
7.3,40,4.8,2,422,7,3.294632599631027
5.25,33,4.8,4,422,7,6.202432146593265
9.1,40,1.5,2,422,6,5.609554429497919
4.15,50,1.5,2,421,4,10.527530422973213
7.0,55,1.5,2,421,7,9.358332682661967
5.25,57,4.5,2,421,8,3.76955422673742
4.3,33,6.0,2,421,3,3.1629822748960716
2.8,24,6.0,3,421,5,9.42882930721009
2.88,56,3.3,3,421,4,10.240431817143143
5.9,60,6.0,2,421,7,4.064113191301924
4.0,48,3.0,2,421,4,7.621127302391137
6.9,60,4.2,3,421,7,3.9290021517962006
5.5,38,4.8,4,420,9,4.0356978692720755
4.2,44,2.7,3,420,7,7.789170234312453
9.5,48,4.8,3,420,5,4.826370752611463
5.0,50,1.5,2,420,5,7.621127302391137
14.0,55,6.0,4,420,8,9.358332682661967
4.15,35,4.8,3,420,6,9.003092509899988
6.0,46,3.3,4,420,6,6.929494921030836
5.7,60,6.0,4,420,8,12.025236297697397
11.9,80,4.2,3,420,9,4.765577765312098
3.45,55,4.5,1,419,3,9.963248708615543
3.95,48,6.0,2,419,6,5.609554429497919
8.5,86,4.2,3,419,8,6.9247897538086844
5.5,48,0.0,1,419,2,4.064113191301924
5.6,51,4.8,2,419,4,5.609554429497919
7.4,67,3.0,2,419,11,8.73877737743943
6.35,64,4.8,2,419,5,10.63960008962572
9.3,55,3.3,3,419,7,5.700976069814315
7.5,90,4.8,3,420,5,8.963137767358294
5.75,49,3.3,2,420,4,5.937132329400851
10.8,62,6.0,2,420,8,5.609554429497919
6.9,126,3.0,2,420,6,3.9290021517962006
5.6,51,1.5,2,420,4,5.609554429497919
12.0,55,4.8,1,420,6,4.064113191301924
3.8,14,4.8,2,420,7,3.294632599631027
5.5,40,6.0,4,420,6,4.064113191301924
7.4,117,4.8,3,415,8,9.177337651714742
5.5,55,4.8,2,415,6,4.754317583770777
7.79,68,4.8,3,415,8,6.9247897538086844
5.2,56,3.3,2,415,5,3.222917011856975
4.95,43,6.0,2,415,7,4.108870179236639
5.3,110,2.7,2,415,5,12.362949022704614
5.8,80,2.7,3,415,6,9.956327589255476
4.8,27,4.8,4,416,5,2.738018860547979
6.2,50,6.0,3,416,6,4.064113191301924
7.29,62,4.2,2,416,9,8.433087037199103
10.0,51,4.2,4,416,14,3.9290021517962006
4.6,46,6.0,2,416,4,5.271008716619684
5.9,126,4.8,3,416,11,4.064113191301924
2.4,23,1.5,2,416,3,5.609554429497919
8.8,72,3.3,4,416,7,5.609554429497919
7.0,69,1.5,4,416,10,8.689108348280639
5.2,92,1.5,4,416,8,9.543217643357233
4.1,60,4.2,2,417,4,7.621127302391137
7.4,70,6.0,4,417,9,2.2415437030311383
3.5,63,4.2,2,417,4,5.700976069814315
3.95,45,4.2,3,417,4,5.700976069814315
6.8,53,4.8,4,417,6,8.73877737743943
8.1,52,6.0,3,418,7,5.151914444184458
6.3,63,2.7,2,418,4,7.621127302391137
6.0,119,4.5,1,418,6,8.40081892735554
8.0,80,4.2,4,418,8,10.331103563745309
7.2,55,4.5,2,418,7,17.306262630546485
5.7,108,4.2,4,418,8,12.925664769899278
6.0,68,2.7,4,418,8,9.650401301549396
4.3,52,3.0,2,415,4,8.286185959118814
3.9,60,4.8,2,414,4,9.650401301549396
5.9,38,4.8,2,414,5,4.064113191301924
3.1,45,4.8,3,414,6,9.543217643357233
12.7,76,4.8,3,414,6,3.8563401604375573
6.0,58,4.8,3,414,6,9.08938587444684
3.6,52,4.8,2,414,4,7.789170234312453
4.98,43,4.5,2,415,4,7.857925174484818
5.2,75,4.5,1,415,5,10.496238861697938
5.7,92,4.8,2,415,6,4.505495178820701
10.0,80,3.3,2,415,6,5.700976069814315
4.4,50,4.8,2,415,5,4.064113191301924
10.9,50,6.0,4,415,7,5.609554429497919
7.8,122,4.5,1,415,6,7.332532526694439
10.0,51,4.2,4,415,12,3.9290021517962006
4.0,19,4.8,2,415,2,3.294632599631027
7.0,75,6.0,4,415,8,9.358332682661967
11.0,55,4.8,3,414,8,11.239279587722296
5.9,124,4.8,3,414,10,9.544285997292373
7.5,47,1.5,2,414,7,4.152840807371963
5.9,61,4.5,2,414,8,5.700976069814315
5.9,55,1.5,4,413,14,3.5799876807870485
5.9,42,4.8,2,414,5,3.7909606261550692
5.0,60,4.8,3,414,7,9.543217643357233
5.7,25,3.3,4,411,5,4.510151880870924
5.99,40,6.0,4,411,9,4.510151880870924
6.95,44,4.8,4,412,14,4.558961177769409
5.6,32,4.2,4,412,6,2.778905462083348
8.7,52,6.0,4,412,9,3.023717385504793
6.2,37,3.0,2,413,6,4.511129508886404
6.95,44,4.8,4,413,14,4.441931780484139
6.9,80,1.5,4,413,7,3.9290021517962006
5.7,65,6.0,2,413,5,4.064113191301924
8.5,45,1.5,2,413,8,5.609554429497919
7.0,120,4.8,3,413,9,3.023717385504793
7.3,54,3.3,4,413,12,4.395412740170768
4.65,28,4.8,3,413,5,4.064113191301924
8.7,94,4.8,4,413,9,5.510718742135019
2.85,35,1.5,4,413,4,7.621127302391137
6.3,64,2.7,2,413,5,9.358332682661967
6.0,60,4.2,3,413,5,9.650401301549396
4.7,55,1.5,2,413,8,15.800867903099116
3.8,55,4.8,2,413,5,3.1355309029100744
4.5,52,1.5,1,414,4,7.802544395344516
5.5,55,6.0,2,410,8,6.123687141073059
4.1,56,3.0,2,410,4,8.227409154828935
4.59,39,1.5,3,410,6,6.9247897538086844
4.0,44,4.2,3,410,5,10.527530422973213
4.08,33,4.8,4,410,6,8.876832338786935
4.0,49,3.0,2,410,8,3.2846675202692954
6.6,35,4.8,2,410,6,3.023717385504793
5.925000000000001,82,4.8,2,411,6,2.8357264862865037
6.2,50,4.5,4,412,8,4.064113191301924
4.3,55,1.5,4,412,7,9.358332682661967
5.9,60,2.7,3,412,5,9.650401301549396
5.6,55,2.7,2,412,5,10.7369199356079
6.5,83,4.8,2,412,12,5.700976069814315
6.35,68,4.2,2,412,7,10.48267438880798
8.9,93,3.3,2,412,6,4.864327282940596
5.0,57,6.0,2,412,6,3.734436699926185
5.7,98,6.0,2,412,4,9.650401301549396
2.2,60,3.0,2,409,4,13.238219163750847
4.2,52,4.2,2,409,4,3.1355309029100744
4.7,65,2.7,2,410,5,5.609554429497919
8.2,38,2.7,2,410,6,5.609554429497919
4.85,53,4.2,1,410,4,5.700976069814315
4.2,55,6.0,2,410,4,4.064113191301924
4.15,61,4.8,2,410,6,7.970020799656156
4.85,60,4.2,2,409,4,10.527530422973213
9.9,120,4.8,2,402,11,3.9290021517962006
4.2,55,2.7,2,408,5,3.1355309029100744
2.0,22,4.2,2,408,4,5.609554429497919
2.35,24,3.3,2,408,4,10.240431817143143
6.95,86,4.2,4,408,9,3.9290021517962006
4.4,60,1.5,4,408,6,10.527530422973213
4.1,48,3.0,2,409,4,7.621127302391137
6.2,65,6.0,2,409,4,4.064113191301924
8.2,55,4.8,2,409,11,5.609554429497919
6.0,76,1.5,2,409,3,3.918856329571306
7.4,50,6.0,2,408,7,4.064113191301924
7.9,69,4.8,3,408,8,13.103828049360155
4.7,41,4.8,2,408,6,3.3482866593527687
8.9,54,3.0,1,408,4,3.9290021517962006
6.9,115,3.0,3,408,6,5.38662621044276
9.5,70,3.3,2,408,8,3.294632599631027
3.5,40,6.0,1,407,4,5.700976069814315
3.78,40,4.5,2,407,4,5.700976069814315
4.0,55,4.5,2,407,4,10.217811220276783
3.25,50,3.0,2,407,4,7.621127302391137
6.8,105,1.5,3,407,6,7.918657852666907
7.5,54,2.7,2,407,9,10.527530422973213
5.9,60,6.0,3,407,9,4.064113191301924
9.7,67,6.0,4,407,9,11.706320268185468
11.9,68,1.5,2,407,10,4.064113191301924
6.38,100,3.0,3,407,7,10.527530422973213
4.675000000000001,55,4.8,4,407,9,3.1355309029100744
7.9,53,6.0,2,407,5,5.609554429497919
8.6,65,4.8,3,407,7,5.308363648122866
4.8,36,4.8,3,407,5,3.511120227481702
6.2,62,6.0,3,407,9,4.990419667156997
4.95,32,3.3,2,407,3,5.609554429497919
8.8,64,3.3,2,407,6,5.1249943780676155
3.9,40,4.2,2,407,8,7.805593611926199
8.0,103,6.0,1,407,6,5.700976069814315
6.9,80,2.7,3,406,9,6.521612546095798
6.9,55,3.0,3,406,7,5.095695245760163
4.9,60,4.2,3,406,8,7.789170234312453
1.79,12,1.5,2,406,4,6.9247897538086844
7.5,60,4.8,3,406,8,11.781412093803368
7.5,55,3.3,2,406,8,3.1514677626311234
7.3,88,4.8,3,406,6,4.064113191301924
4.65,42,0.0,2,406,4,4.826370752611463
5.68,68,4.8,2,406,11,10.527530422973213
2.55,19,6.0,2,406,4,2.9282781625673713
12.5,122,6.0,4,404,8,4.064113191301924
13.0,55,2.7,4,404,8,4.064113191301924
5.4,54,2.7,2,404,8,14.156396161063373
5.6,60,4.8,3,404,6,10.106145119549197
6.5,50,4.8,3,405,7,4.064113191301924
4.5,49,4.5,2,405,4,5.609554429497919
5.88,90,3.0,4,405,8,10.527530422973213
4.69,35,1.5,3,405,5,5.572999341697547
4.675000000000001,55,6.0,3,405,8,3.1355309029100744
9.7,70,4.8,2,405,10,5.609554429497919
4.8,76,3.0,2,405,6,13.421886903106813
5.5,32,2.7,2,405,4,6.9247897538086844
2.69,23,3.3,2,405,4,7.181521538180868
2.05,20,4.8,3,405,5,7.400457713350034
5.2,80,3.0,3,405,6,6.32170326986321
5.0,50,4.8,4,405,7,11.730971191037824
9.5,95,4.8,4,405,8,3.882423578089553
4.1,50,2.7,3,405,3,9.901971262071687
4.1,50,2.7,1,405,3,9.901971262071687
4.9,50,4.8,3,405,7,4.064113191301924
2.4,20,4.8,3,405,4,4.064113191301924
6.8,68,2.7,3,405,7,9.358332682661967
4.75,45,2.7,1,406,5,4.00107535154236
4.5,52,4.8,1,406,4,5.700976069814315
5.5,55,4.8,3,406,9,10.62395909413569
6.65,62,1.5,2,406,5,5.609554429497919
6.9,60,4.2,3,406,6,7.621127302391137
2.19,30,2.7,2,406,4,10.240431817143143
7.3,75,6.0,2,406,4,4.064113191301924
3.4,65,4.8,1,404,3,9.358332682661967
7.99,70,3.0,4,402,8,8.326226181980745
4.6,60,4.8,2,402,4,12.354680826443971
4.6,54,4.8,2,402,5,9.358332682661967
4.6,60,4.8,2,402,4,9.358332682661967
4.6,54,3.3,2,402,5,12.354680826443971
9.0,42,6.0,4,403,6,3.488064071809029
4.5,36,6.0,3,403,7,7.857925174484818
6.8,113,1.5,3,403,6,9.358332682661967
6.8,112,4.8,3,403,6,9.358332682661967
11.2,75,4.8,2,403,5,8.280148507995687
6.8,122,4.8,2,403,6,9.358332682661967
8.5,72,6.0,4,403,9,4.064113191301924
4.5,72,2.7,1,403,4,13.238219163750847
6.8,113,4.8,3,403,6,9.358332682661967
7.6,59,4.8,2,403,6,4.064113191301924
5.5,60,6.0,2,403,4,4.064113191301924
4.99,59,4.2,2,403,5,11.88877459123046
2.2,30,2.7,2,403,3,13.238219163750847
6.5,62,4.2,4,404,10,7.354360592888426
6.7,115,4.8,2,404,6,9.358332682661967
5.2,75,3.0,4,404,6,10.55076190248157
3.4,60,1.5,1,404,3,10.377728057304916
3.4,60,3.3,1,404,3,9.358332682661967
5.55,57,6.0,2,402,8,4.064113191301924
5.38,72,3.0,3,400,6,7.621127302391137
4.9,60,4.8,2,400,5,11.176324288043299
10.88,80,4.8,4,400,8,9.521822151364667
5.2,34,3.0,2,401,6,8.225626623986296
5.35,55,6.0,1,401,7,5.700976069814315
6.6,55,3.0,2,401,9,7.621127302391137
11.0,77,4.8,2,401,8,4.064113191301924
5.65,42,4.2,3,401,6,6.9247897538086844
2.2,33,6.0,2,401,5,4.064113191301924
5.5,55,6.0,3,401,10,9.788883255497614
6.65,62,4.8,2,401,5,5.609554429497919
6.7,63,6.0,4,401,9,6.9247897538086844
6.9,60,4.2,3,401,6,7.428941042902433
7.1,60,4.8,4,401,9,6.9247897538086844
4.0,63,1.5,3,401,6,9.358332682661967
4.0,40,4.8,3,401,6,9.358332682661967
3.9,54,4.8,2,401,5,12.55680001335632
3.4,21,4.8,1,401,4,1.0033381358797573
3.9,110,2.7,1,401,8,11.98554363632407
13.8,55,6.0,4,401,9,2.245176468602504
3.5,36,2.7,2,402,4,6.394834539888105
6.28,120,6.0,2,402,9,7.031684224173031
4.6,50,6.0,2,402,4,4.064113191301924
11.5,75,4.8,4,402,9,3.1355309029100744
2.1,53,0.0,1,402,3,10.527530422973213
9.0,42,2.7,4,402,6,4.064113191301924
2.2,30,1.5,1,400,3,13.238219163750847
5.8,92,4.8,3,400,6,7.825987619050242
4.1,51,3.0,1,400,4,8.81659846719767
2.5,48,0.0,1,400,3,13.238219163750847
5.7,108,6.0,2,400,4,5.609554429497919
4.0,35,4.8,4,400,6,7.621127302391137
5.98,60,6.0,2,400,10,10.527530422973213
4.5,73,3.3,1,398,6,9.358332682661967
4.5,92,3.3,1,398,6,9.358332682661967
6.3,60,4.8,2,398,8,5.806023517583354
3.4,41,3.0,2,398,4,7.621127302391137
4.6,58,1.5,2,398,5,10.951843515477082
10.0,72,4.8,4,398,11,4.064113191301924
4.3,50,4.8,2,398,4,8.301434738365527
4.75,43,4.8,4,398,9,4.064113191301924
3.2,28,4.8,3,398,7,6.9247897538086844
11.5,85,2.7,2,398,14,6.9247897538086844
3.5,67,1.5,2,398,4,3.1355309029100744
4.6,50,2.7,3,399,7,6.9247897538086844
9.8,65,4.5,2,399,9,9.358332682661967
2.48,55,1.5,1,399,2,15.687151789654031
8.2,64,4.8,3,399,8,3.294632599631027
4.0,45,3.3,3,399,6,11.991447869165395
4.0,42,4.8,2,399,4,4.94174650545712
3.1,41,4.8,2,399,4,8.226154501035758
9.3,64,3.0,4,399,11,4.064113191301924
6.5,64,4.8,3,399,13,7.4425190442591855
6.5,47,4.8,4,399,9,4.064113191301924
4.0,43,3.3,3,399,6,11.991447869165395
6.2,70,4.8,2,400,5,3.294632599631027
8.47,55,6.0,3,398,5,7.621127302391137
5.1,42,6.0,4,398,7,3.294632599631027
3.8,68,4.2,2,396,5,3.1355309029100744
3.4,58,4.8,2,396,5,9.358332682661967
3.5,45,2.7,2,397,3,4.239074320321802
3.8,64,6.0,2,397,5,11.240707531184638
3.9,29,4.8,3,397,8,2.549001459797873
6.8,68,4.8,1,397,7,4.8454657377771015
3.7,64,1.5,2,397,5,11.240707531184638
4.5,92,4.8,1,397,6,11.474878016823533
7.0,120,4.8,2,397,11,3.023717385504793
3.5,55,4.2,2,397,3,12.182025365005888
6.38,70,3.3,4,395,8,10.527530422973213
4.9,45,6.0,2,395,5,10.527530422973213
4.3,64,4.8,1,395,3,9.358332682661967
4.3,64,3.3,1,395,3,9.358332682661967
5.7,41,6.0,4,396,7,8.290561493247846
5.2,71,1.5,2,396,4,7.621127302391137
4.2,45,6.0,2,396,4,3.294632599631027
3.4,60,4.8,1,396,6,9.358332682661967
5.35,40,4.8,2,396,4,6.9247897538086844
4.95,42,3.0,3,396,6,6.191025850670275
2.7,35,3.0,1,394,4,7.621127302391137
3.5,60,1.5,1,394,5,11.991447869165395
8.6,50,3.0,2,394,10,6.9247897538086844
3.3,61,6.0,1,394,3,11.88877459123046
7.48,80,3.0,4,394,7,7.621127302391137
3.5,45,4.8,2,394,3,5.403038358733376
7.4,47,4.5,4,395,9,6.9247897538086844
4.8,53,1.5,1,395,4,10.133115397884087
3.6,60,3.0,2,395,5,9.358332682661967
3.95,24,4.8,4,395,5,3.294632599631027
3.6,60,1.5,2,395,5,9.358332682661967
5.5,56,4.2,3,395,7,6.9247897538086844
8.8,100,6.0,4,395,6,4.064113191301924
3.5,60,6.0,1,394,5,11.80056608578351
5.1,45,6.0,3,394,9,9.512929086000657
3.4,60,4.8,2,393,6,9.358332682661967
9.8,55,6.0,2,393,7,9.827190707471331
6.99,55,6.0,3,393,8,4.064113191301924
4.0,54,1.5,2,393,5,3.9290021517962006
4.9,45,4.8,3,394,7,3.294632599631027
7.6,53,4.8,2,394,9,6.9247897538086844
3.8,25,6.0,2,394,4,7.433447002203335
3.8,25,3.0,2,394,4,6.9247897538086844
3.1,42,3.0,1,393,5,7.857925174484818
13.8,55,3.3,4,393,13,4.064113191301924
2.9,60,4.8,2,393,5,14.567025458255204
7.6,64,6.0,2,393,8,7.621127302391137
4.1,35,4.8,3,393,5,3.294632599631027
5.5,62,6.0,2,390,13,6.9247897538086844
6.5,48,1.5,2,392,6,6.9247897538086844
9.0,60,4.8,3,392,8,3.023717385504793
6.5,63,3.0,4,392,9,6.9247897538086844
8.99,109,4.2,2,392,4,4.064113191301924
6.6,80,6.0,2,392,5,4.064113191301924
2.7,36,4.8,1,392,5,13.785265663156585
6.66,40,6.0,4,392,9,7.857925174484818
3.99,90,3.3,2,392,7,13.238219163750847
12.98,80,4.8,2,392,9,5.609554429497919
8.2,65,6.0,4,393,6,5.394532387889778
3.0,40,3.0,3,393,4,5.197762532810751
4.5,45,1.5,3,392,5,8.515390342390537
6.6,83,6.0,2,392,4,6.9247897538086844
3.65,28,6.0,2,391,4,9.522242991645674
4.5,38,3.3,3,392,6,5.937132329400851
4.35,39,3.3,2,392,3,5.452209455117536
2.27,64,4.8,1,392,8,5.254048601815579
6.9,55,6.0,3,391,6,3.9290021517962006
5.1,62,3.0,4,391,8,10.739296055020445
13.0,77,3.3,2,391,9,7.031684224173031
4.5,44,1.5,3,391,5,8.73134109425163
6.9,95,4.2,2,391,5,6.9247897538086844
10.7,61,4.8,4,391,14,4.064113191301924
5.4,80,4.2,3,391,6,7.8231845827625355
2.5,44,3.3,2,391,5,8.790308792446801
4.0,45,6.0,3,369,6,7.621127302391137
8.9,80,3.3,4,369,8,10.527530422973213
7.5,112,4.8,3,369,7,10.527530422973213
13.0,92,3.3,3,369,8,5.700976069814315
3.4,30,4.8,2,369,4,2.8954859944240487
7.49,75,3.3,4,369,9,7.163038112902075
5.0,40,4.8,3,369,6,6.534502773280822
5.0,40,4.8,2,369,6,7.5856104808076426
5.6,60,6.0,4,367,9,9.191650692833877
5.6,60,3.3,1,367,5,9.358332682661967
4.35,55,2.7,2,367,4,6.9247897538086844
9.68,80,6.0,4,367,8,6.888639745692536
4.2,60,6.0,2,367,4,4.064113191301924
6.8,71,6.0,3,367,7,13.169230133108655
3.2,35,4.2,4,367,7,7.825987619050242
5.1,70,4.8,4,368,11,10.241456669548269
3.0,35,4.2,4,368,6,7.606633636816617
13.5,123,6.0,2,368,9,7.621127302391137
2.0,26,0.0,2,367,4,10.240431817143143
4.95,53,4.8,3,367,10,4.064113191301924
4.5,66,6.0,3,367,5,10.527530422973213
3.8,48,3.0,2,367,4,10.527530422973213
3.7,39,2.7,4,367,5,7.621127302391137
4.64,40,6.0,3,367,9,3.294632599631027
4.675000000000001,55,4.8,3,367,9,3.1355309029100744
1.9,23,1.5,2,367,3,3.1355309029100744
4.98,64,4.8,3,367,7,6.888639745692536
3.8,56,3.0,3,366,4,7.621127302391137
5.2,72,4.8,1,366,8,6.9247897538086844
7.3,80,4.8,2,366,6,4.064113191301924
5.6,60,4.8,2,366,5,10.939817044474816
3.1,116,1.5,1,366,3,10.527530422973213
9.68,90,1.5,3,366,8,7.621127302391137
3.0,120,3.0,1,367,5,11.488971461983798
2.8,30,1.5,3,367,4,5.609554429497919
9.0,50,6.0,2,367,8,5.407161477347062
3.4,40,4.8,2,367,4,2.928158257291061
1.89,21,4.8,2,367,4,1.0033381358797573
12.0,60,6.0,3,366,8,3.023717385504793
3.0,25,4.8,2,366,8,10.527530422973213
3.9,76,1.5,2,366,5,10.106696563921856
6.68,78,1.5,4,366,8,10.527530422973213
5.98,116,2.7,1,366,5,3.1355309029100744
11.0,90,6.0,4,366,12,9.358332682661967
9.0,53,4.8,4,366,8,3.294632599631027
7.5,80,6.0,3,366,10,10.527530422973213
5.0,36,6.0,2,366,5,3.023717385504793
5.2,88,4.8,2,366,5,10.527530422973213
4.8,72,4.8,4,365,6,10.240431817143143
5.1,78,1.5,4,365,8,10.527530422973213
7.0,82,4.2,3,365,8,7.606633636816617
5.8,88,6.0,1,365,4,9.358332682661967
2.69,47,1.5,2,365,5,10.240431817143143
3.65,46,4.8,1,365,4,5.609554429497919
2.53,48,4.8,2,365,4,10.240431817143143
3.45,40,1.5,2,365,4,9.260763378716499
3.1,32,6.0,2,365,3,5.609554429497919
8.0,56,3.0,4,365,12,4.064113191301924
4.2,46,4.2,1,365,4,2.8376587700474745
3.7,60,3.3,2,365,6,10.69595979998014
3.35,52,1.5,2,365,4,11.662298549643559
8.38,73,4.5,4,365,8,7.621127302391137
6.35,115,1.5,1,365,10,9.956327589255476
4.45,36,3.3,2,365,4,5.609554429497919
11.8,86,4.8,4,364,9,19.642834228322947
3.5,50,6.0,1,364,2,3.294632599631027
3.2,77,1.5,2,364,5,10.241456669548269
6.5,63,3.0,4,364,7,10.527530422973213
5.38,65,3.0,4,364,8,10.527530422973213
4.5,113,4.8,2,364,7,3.294632599631027
3.9,34,4.2,2,364,4,5.609554429497919
6.3,113,4.8,1,364,10,9.650401301549396
4.5,55,2.7,1,364,4,9.358332682661967
5.3,70,4.8,2,364,4,5.700976069814315
4.6,53,2.7,3,364,7,15.146771580960193
3.95,45,3.0,2,364,4,5.609554429497919
4.2,64,6.0,2,364,5,11.856191040305774
6.98,100,3.3,2,364,7,7.621127302391137
7.5,55,6.0,3,364,6,4.064113191301924
3.35,45,4.8,2,364,5,6.9247897538086844
3.3,50,4.2,1,364,2,11.730971191037824
4.35,50,1.5,2,363,5,9.358332682661967
6.5,120,4.8,3,363,12,6.883597902939541
10.6,90,3.0,2,363,6,4.064113191301924
4.8,41,3.3,2,363,8,4.064113191301924
7.1,60,6.0,3,363,5,4.064113191301924
7.0,68,4.8,2,363,11,10.527530422973213
3.1,52,6.0,2,363,5,9.358332682661967
3.8,73,3.3,1,360,6,11.489769591220233
4.0,70,1.5,2,360,5,10.69595979998014
5.5,100,3.3,1,360,4,3.1355309029100744
5.7,50,6.0,2,360,4,4.064113191301924
4.6,44,3.3,2,361,4,7.786717080246416
7.68,80,3.0,4,361,7,7.621127302391137
3.7,53,4.5,2,361,6,9.503601679478543
4.3,48,1.5,2,361,4,7.621127302391137
3.3,44,3.3,2,361,4,10.116628115050043
4.5,80,4.8,1,361,7,9.358332682661967
4.5,72,2.7,2,361,8,10.404777127794317
5.3,92,4.8,4,361,8,9.650401301549396
8.18,80,4.8,3,361,7,5.609554429497919
6.52,55,6.0,1,362,8,3.1355309029100744
6.95,90,4.8,2,362,12,5.403038358733376
4.5,123,4.8,2,362,14,9.358332682661967
5.7,96,4.8,4,362,8,4.280816373495755
4.0,52,4.2,2,362,4,11.304403379894005
6.0,65,4.8,2,362,9,10.506058453258175
5.9,55,4.8,2,362,12,4.064113191301924
7.68,76,0.0,4,362,8,7.031684224173031
5.3,66,4.8,2,363,5,10.527530422973213
4.9,62,4.8,3,363,8,9.358332682661967
8.38,78,3.0,4,363,8,7.5856104808076426
3.45,34,2.7,3,363,7,10.527530422973213
3.3,54,6.0,2,363,6,10.527530422973213
1.95,28,3.0,2,359,4,7.621127302391137
3.1,45,1.5,2,359,3,10.240431817143143
5.6,40,4.8,3,359,7,3.294632599631027
5.5,72,1.5,2,359,4,8.241803310037485
7.8,76,4.8,4,359,9,10.527530422973213
4.2,52,4.8,2,359,7,6.9247897538086844
5.8,65,1.5,2,359,5,4.064113191301924
9.99,48,4.8,2,359,6,3.294632599631027
3.8,79,2.7,1,359,2,14.533454758837136
6.38,78,4.8,4,360,8,10.527530422973213
5.6,63,4.8,4,360,8,10.527530422973213
10.38,100,4.8,4,360,8,5.609554429497919
4.2,91,3.3,1,360,4,9.358332682661967
4.6,40,1.5,2,360,4,2.7962695817831884
2.8,30,2.7,2,360,3,2.8758246146071444
2.7,21,4.2,2,360,4,2.7962695817831884
4.0,35,6.0,2,360,4,4.064113191301924
7.5,55,4.8,2,358,11,4.064113191301924
4.0,85,1.5,2,358,8,12.925664769899278
2.8,14,3.3,3,358,4,3.946774080326095
6.6,88,4.8,2,358,5,6.9247897538086844
8.8,90,3.0,2,358,5,4.248238950861726
5.9,40,6.0,4,359,8,3.294632599631027
5.8,50,4.8,3,358,7,4.064113191301924
2.0,24,4.2,2,358,3,7.621127302391137
12.8,100,4.8,4,357,9,10.527530422973213
4.8,72,6.0,3,357,8,9.358332682661967
3.5,26,4.8,2,357,3,5.609554429497919
4.5,40,4.8,4,358,10,2.669495445036922
